model,series_id,category,strategy,sMAPE,MAPE,RMSE,MSE,MAE,MASE
dlinear,T63,quarterly,pretrain_finetune,7.421493313795728,7.845054151205141,579.4861541292794,335804.20282754296,489.2397583007812,1.6831300606850874
dlinear,T63,quarterly,from_scratch,17.83208101716859,16.177202628938023,1163.4079884304688,1353518.14754383,1078.9260864257812,3.7118261517170095
dlinear,T65,quarterly,pretrain_finetune,17.108650109432165,15.38363846490139,1795.8102182586829,3224934.3400022984,1567.39794921875,1.6578864619141958
dlinear,T65,quarterly,from_scratch,59.5672930245309,44.95201883855373,4689.114576583973,21987795.51233229,4519.886169433594,4.780826779460946
dlinear,T70,quarterly,pretrain_finetune,13.231628046771004,11.971633116432445,1093.2645089434463,1195227.286515355,826.0638427734375,1.3313947018670924
dlinear,T70,quarterly,from_scratch,81.62198518120015,53.49451124767848,4103.19219835633,16836186.21665225,3547.553009033203,5.7177097413703
dlinear,T96,quarterly,pretrain_finetune,6.483316984851461,6.294422594976318,425.3143503305097,180892.29659706357,369.9744873046875,1.193466088079637
dlinear,T96,quarterly,from_scratch,23.289551383374214,20.30707869894192,1415.4585467726367,2003522.8976317048,1210.04052734375,3.903356539818549
dlinear,T137,quarterly,pretrain_finetune,5.953539935536428,6.202860787803899,552.4797395191878,305233.8625791896,477.9919067382813,0.80838315429223
dlinear,T137,quarterly,from_scratch,8.621042075035989,9.194684301224148,845.0614630654526,714128.8763583233,705.6963134765625,1.1934783911999112
dlinear,T149,quarterly,pretrain_finetune,11.082581655476426,10.461586595914127,620.7220017069233,385295.8034030497,596.7879028320312,0.7401036973734111
dlinear,T149,quarterly,from_scratch,28.19606040984809,24.47069042722904,1428.3396087082544,2040154.0378048492,1382.4981994628906,1.714498608599563
dlinear,T278,quarterly,pretrain_finetune,18.98958900845377,17.672991225356448,1196.6588953861385,1431992.5119067729,1148.6453247070312,4.045543281987028
dlinear,T278,quarterly,from_scratch,32.264663491282654,27.58920360027434,1959.18548910949,3838407.780737192,1842.553771972656,6.489497561664701
dlinear,T304,quarterly,pretrain_finetune,6.493482998480152,6.254287346484599,412.63894606506585,170270.89980968833,379.7902221679688,2.839553062938084
dlinear,T304,quarterly,from_scratch,15.730217549679576,14.551404097978637,889.4907343311257,791193.7664609253,878.2120971679688,6.566071754526869
dlinear,T317,quarterly,pretrain_finetune,3.8720801103932474,3.765491066273209,263.645501197549,69508.95030170679,217.1849365234375,1.5300101199255902
dlinear,T317,quarterly,from_scratch,10.66274433724003,9.992349522295882,644.0031855214759,414740.1029618085,574.1543579101562,4.044764761607301
dlinear,T321,quarterly,pretrain_finetune,1.012951713386131,1.004009451969152,69.71936068615777,4860.789254486561,52.4287109375,1.4027748745819395
dlinear,T321,quarterly,from_scratch,1.0287459778984365,1.0235597706709498,64.02139378370215,4098.738862007856,53.26361083984375,1.425113333507525
dlinear,T336,quarterly,pretrain_finetune,10.973082083316466,11.941770699523095,643.4748142566042,414059.83658257127,542.6793823242188,2.379737835881829
dlinear,T336,quarterly,from_scratch,14.779060829895808,16.22215119709649,810.277637738492,656549.8502190709,751.6573486328125,3.29614039232368
dlinear,T374,quarterly,pretrain_finetune,3.39789821366098,3.304688878654785,269.00510165304075,72363.74471536279,202.97894287109372,0.7467952276346348
dlinear,T374,quarterly,from_scratch,12.89784756379736,11.596127284055669,910.1390105454386,828353.0185166299,700.6432495117188,2.577789733302865
dlinear,T382,quarterly,pretrain_finetune,10.888930508655928,10.158810868203128,1139.3466945625648,1298110.8904106424,990.8976074218748,1.6083715501805749
dlinear,T382,quarterly,from_scratch,40.28587319254753,32.7190298039781,3374.692352619453,11388548.47482822,3173.084313964844,5.150379311323219
dlinear,T389,quarterly,pretrain_finetune,8.853360462594338,8.401589338074803,501.99709727265673,252001.0856701732,454.991455078125,1.7935115253141167
