category,series_id,seasonal_naive_sMAPE,seasonal_naive_MAPE,seasonal_naive_RMSE,seasonal_naive_MSE,seasonal_naive_MAE,seasonal_naive_MASE,auto_arima_sMAPE,auto_arima_MAPE,auto_arima_RMSE,auto_arima_MSE,auto_arima_MAE,auto_arima_MASE,ets_sMAPE,ets_MAPE,ets_RMSE,ets_MSE,ets_MAE,ets_MASE,prophet_sMAPE,prophet_MAPE,prophet_RMSE,prophet_MSE,prophet_MAE,prophet_MASE,dlinear_sMAPE,dlinear_MAPE,dlinear_RMSE,dlinear_MSE,dlinear_MAE,dlinear_MASE,autoformer_sMAPE,autoformer_MAPE,autoformer_RMSE,autoformer_MSE,autoformer_MAE,autoformer_MASE,fedformer_sMAPE,fedformer_MAPE,fedformer_RMSE,fedformer_MSE,fedformer_MAE,fedformer_MASE,patchtst_sMAPE,patchtst_MAPE,patchtst_RMSE,patchtst_MSE,patchtst_MAE,patchtst_MASE,nbeats_sMAPE,nbeats_MAPE,nbeats_RMSE,nbeats_MSE,nbeats_MAE,nbeats_MASE,timesnet_sMAPE,timesnet_MAPE,timesnet_RMSE,timesnet_MSE,timesnet_MAE,timesnet_MASE,helformer_sMAPE,helformer_MAPE,helformer_RMSE,helformer_MSE,helformer_MAE,helformer_MASE
quarterly,Q102,6.2071602017544585,5.971014324104665,166.23928536901258,27635.5,146.0,1.4617342609876125,6.389862562887844,6.14613227804508,168.6820092684128,28453.6202508289,150.21586780556305,1.5039430172286137,5.821465814771339,5.6162541746070325,155.14110195770445,24068.761516650848,137.29650588173797,1.3745959353508468,17.69981819860147,16.150197884886015,408.49030646639767,166864.3304770115,391.3620799515006,3.918269593948504,7.864699638634217,8.440944533916959,267.4401735470856,71524.24642689526,201.4989624023437,2.017383129431237,5.794312679639844,5.794453160213601,164.46475546210925,27048.655789211392,138.77105712890625,1.389358963279394,11.279116225418116,12.057997748134706,307.6090770257276,94623.34426862,287.96014404296875,2.8830219749762693,4.435611086522197,4.359673994754484,123.39131759008028,15225.417256616056,106.18130493164062,1.0630743239380276,6.334314996903158,6.096398569753476,165.8955442004957,27521.33158557862,148.44509887695312,1.486214293863946,11.811790122945398,11.061477878418644,289.728976969953,83942.88009605557,269.0649719238281,2.693845807484449,10.04497246269143,9.523439703362191,243.20615400081388,59149.2333438676,231.4373311773664,2.317122440092417
quarterly,Q114,3.977599804657712,3.886582351606163,144.30869689661813,20825.0,132.5,1.4213636363636364,2.2305096518274463,2.1973868842129467,87.62412164761464,7677.98669451597,75.07690065694015,0.805370388865358,4.63729324949031,4.51631483897926,165.92944883315494,27532.58199007458,153.91619946641492,1.651101048821542,7.624532396222136,7.318555656642818,261.2993877919798,68277.37006046347,249.02943486344373,2.67140666489876,3.241832905793597,3.176098541758832,122.65617198725973,15044.536526568234,108.16152954101562,1.1602782259854405,2.7303945736195754,2.676211953693147,111.70331231243748,12477.629981569946,91.47897338867188,0.9813198963512072,4.110496303987174,4.010666399119678,151.07496182005602,22823.64408893138,136.79971313476562,1.467487831809304,2.9159399462557944,2.857885574814637,115.67883311946284,13381.592431880534,97.66342163085938,1.047662159312855,2.2644019474685297,2.232629873609088,86.62471977312586,7503.842075772583,76.06936645507812,0.8160168401544744,1.980962740172605,1.9599484614029536,77.40879214072837,5992.1211006864905,66.72280883789062,0.7157537675337358,3.404868727544942,3.3323694837760827,129.04332837796213,16652.180598862567,113.80435852539688,1.2208103914542574
quarterly,Q126,5.4170549390902645,5.231392793643261,381.78315119646135,145758.37453750006,331.49375,1.052323773759661,7.7183829519909875,7.321638269998382,553.4540345752089,306311.36838757654,465.07143635470334,1.4763648755749013,3.256952691823825,3.185380861624545,240.7497695061846,57960.45151728102,202.21573078192,0.6419319245988732,2.2319749613697075,2.194301953152124,175.26298018865103,30717.112224607485,139.77131413068616,0.4437027146042744,3.733129037250286,3.804060318126999,299.47142992230545,89683.13733971029,238.24295898437515,0.7563000197442812,5.210313657495784,5.274233561905025,354.13820817083456,125413.87048644936,326.4821875000001,1.0364146160080223,6.946945276052737,6.823853194509264,495.15527500898895,245178.7463692275,427.7666552734376,1.357941200900143,2.81795636933693,2.814470596756524,209.16277342936505,43749.065788663895,175.6722314453126,0.557669837031051,6.189428085873247,5.983563264426809,399.7891257367432,159831.34505734945,376.5220190429688,1.1952655879120009,2.4597768702771714,2.414149922757172,192.3779984868079,37009.294301790265,153.79984863281254,0.4882361646846914,6.044304083919261,5.842036709741757,396.6983930284552,157369.61503135873,368.1464372667895,1.1686773827885508
quarterly,Q127,7.944069233984671,7.5966418983132655,107.89883957207324,11642.159580999994,99.82375,2.2997186001696663,2.964171107688865,2.91108405880582,42.943611743596826,1844.153789584787,38.375468174547166,0.8840859810538594,2.995354740593528,2.941363544928308,43.297110220610186,1874.6397534556668,38.76730116625478,0.8931129472737233,4.084402559350055,3.984168756527845,58.79664395244122,3457.045340070142,52.52960302435781,1.2101659688665716,22.313830596176714,19.99030864356298,267.0485574416864,71314.93203168569,260.8351091918945,6.009064498036647,8.400569153379426,8.026893518628372,111.3252387538191,12393.308783594824,105.10930200195313,2.421486037789027,10.539864987084972,9.948378001636312,138.27595300973977,19120.23918075176,129.83365197753906,2.991080423052648,9.090210942274329,8.67116643273257,117.67465074713222,13847.323428459546,113.39895959472656,2.612461429468249,5.548897092221843,5.373444463273672,77.35029085492852,5983.067495342038,70.69449182128906,1.6286448642829068,3.509377048438607,3.4351369330067105,50.70223321135021,2570.716452618144,45.28897424316406,1.0433578827644658,2.775308276231564,2.72167749053985,43.31055559327553,1875.8042257982104,36.08039614248753,0.8312125932993747
quarterly,Q154,14.99535314047311,16.31255616517403,339.1730752875293,115038.375,327.875,3.47775486152033,15.37189671707466,16.700368930954102,340.2657867680439,115780.80564487592,335.9939028456729,3.563871686047209,16.34506967229778,17.845825139165157,363.0847736660669,131830.552868139,359.3172250598811,3.811261079008757,19.47359952840265,21.6168578328359,438.3522869737156,192152.7274950867,435.7126671818037,4.621583977178825,9.43323732192022,10.021751068140782,235.0125351209664,55230.89166398346,200.0264892578125,2.121671659776444,14.695568605955472,16.027393484056944,343.1521047921812,117753.3670233041,322.548095703125,3.4212526356253687,9.118093247484214,9.721834090391823,227.7716903482949,51879.94292411953,194.8826599121093,2.0671113013659217,16.84857726770365,18.434592683733303,375.17878561675263,140759.12117686123,371.9397277832031,3.945147377782944,15.266129240349953,16.579684525461815,338.6026067435462,114651.72529352456,333.6800231933594,3.539328472292557,11.242308027678364,11.99829533590567,252.91532108213025,63966.15963807702,240.3912353515625,2.5498186425033147,20.115428910615154,22.40793243077224,454.4865942234682,206558.06432884745,451.8205473205158,4.7924395119441865
quarterly,Q166,1.993507002713176,1.971928158002548,25.53673824120849,652.125,24.375,0.9890379581151832,1.3396399754122934,1.3512932549867,19.024781075703263,361.942294978437,16.735830597929834,0.6790716603872053,1.251370686537348,1.2620578472183337,18.223537648118626,332.09732441239686,15.635772116612545,0.6344357796007707,1.090945121408336,1.0993498697446586,16.152507294632716,260.90349190316306,13.620360508501818,0.5526586070203617,10.316013450844467,9.762075541729343,126.33890712318345,15961.519453080373,120.64576721191406,4.895312543938921,3.339507357603781,3.279665286314956,42.2632432415713,1786.1817292962223,40.48020935058594,1.6425215835970737,4.564281232954759,4.449087264803491,58.26749484709619,3395.100955756381,54.89170837402344,2.227281360726082,3.5671920470638345,3.5012326854757228,44.52193456421334,1982.2026573400944,43.30561828613281,1.7571651398823525,0.748470527254175,0.7503388783185144,10.40922436577982,108.35195189714432,9.283538818359377,0.3766880934151055,1.3892730861123772,1.401587158374237,19.558318957633947,382.5278404485434,17.358108520507812,0.7043211572457359,2.120574502652972,2.147416572634178,28.92564676108288,836.6930405469443,26.58747303295476,1.0788110785623006
quarterly,Q176,3.6408088623688655,3.567147938277492,48.0364444979018,2307.5,45.0,1.7653846153846156,0.3291787727072544,0.3295436867258143,4.696027309080957,22.052672487634137,4.113305055924428,0.1613681214247276,0.3618248731003998,0.3621515303075256,4.85880266210882,23.60796330931576,4.532980253664164,0.1778323022591325,0.6135332552915493,0.6108807136450639,9.227954276325368,85.15514012595165,7.742253824245012,0.3037345731049966,16.565747629259647,15.183321880796688,200.2408538827504,40096.399563692976,191.18390655517567,7.500291718703051,3.908302413261379,3.830473465731833,49.09021812371946,2409.8495154343545,48.14697265625,1.8888427734375,3.20038810222769,3.1459469731540337,41.15662629152172,1693.8678876999766,39.55751037597656,1.551871560903696,4.68931246677457,4.578054413018926,58.52100026720391,3424.70747227408,57.51295471191406,2.256277454082783,1.857889202308348,1.8403550576304089,23.479014856614207,551.2641386371106,23.154464721679688,0.9083674621582032,0.7635100147520952,0.7599647806620914,11.359309724199758,129.03391741029918,9.620468139648438,0.3774183654785156,1.621748591362427,1.635533519714907,20.92974630154043,438.0542802468453,20.53447358658144,0.8055831945505028
quarterly,Q183,2.477088284126941,2.4435684391565498,32.155870381627054,1034.0,30.5,1.1616878267363704,0.6707460867155348,0.6737110145739916,9.646511534960446,93.05518479412493,8.410069845058075,0.3203237954428393,0.1932970841174873,0.1930768928687042,2.615672230378829,6.841741216774957,2.404948013788782,0.0915999616902374,0.3459073632609423,0.3468175207320757,5.342117526946188,28.53821967170565,4.318339791135514,0.1644774677728986,13.955746586942874,12.972533578889632,168.52559678155222,28400.876770578325,161.78982543945312,6.1622711705841,1.657856232114486,1.6427083904547328,21.522196447788943,463.204939937219,20.41889953613281,0.7777176074255217,3.044157662910516,2.987692935191596,41.32622418153998,1707.8568051028997,37.15138244628906,1.4150265158780748,2.2495663844169544,2.223316999204771,28.37798859907066,805.3102369289845,27.692794799804688,1.0547666428603728,0.685089826406772,0.6821246120615475,9.52986699021433,90.81836485117674,8.4715576171875,0.3226657494223768,0.2909358797381498,0.2915585796660004,4.605722515622902,21.21267989091575,3.626632690429688,0.1381316409349619,0.1160947843526461,0.1161616308074166,1.6645063491847076,2.770581386476204,1.448236286188802,0.0551606053738826
quarterly,Q235,6.32922638478082,6.0514132549455,582.8004585353378,339656.37446900003,483.62350000000015,1.1021937042131689,4.372531401022553,4.227566851860782,441.3773885206371,194813.99909729743,341.97026280421085,0.7793613641415768,3.683900108703194,3.660568115914066,369.7175271671111,136691.0498945635,290.03696401649063,0.6610036851560713,6.642648535791457,6.885728178103913,632.486442609118,400039.10008433706,539.8552832790704,1.2303477693213998,25.38012590475545,20.92875605834617,2099.3888672683715,4407433.616010376,1651.3491127929688,3.763478399164663,12.252560343898242,11.667369221581756,1114.057538625499,1241124.1993683055,923.95929296875,2.105733314570956,15.252582501912435,13.549978161686136,1389.335313645254,1930252.6137417564,1079.4954482421876,2.460205276996075,12.496652170563488,12.702249631341134,1207.1337336751913,1457171.8509766078,1016.1332314453124,2.31580072172011,26.625656009445304,32.278035289120325,3015.0338575653977,9090429.162265684,2545.0129990234377,5.80016749530225,14.51891715991413,15.9050488946006,1414.9578314756716,2002105.664854335,1251.4619736328125,2.852122587922779,13.62732344031094,14.880352590604312,1297.683548092829,1683982.5909907937,1165.5511436004308,2.656329008856793
quarterly,Q281,9.05808269751906,9.56232727637044,927.942259894372,861076.8376978743,847.5511249999997,1.0581141431439178,14.190750186541102,15.445249236714496,1454.0954834676295,2114393.6750409594,1367.607214709496,1.707371382640521,14.586044948258849,15.914203172425076,1497.9239901005835,2243776.280118853,1408.8182746380542,1.7588207926856778,24.828209212246737,28.54494526958748,2598.10510206184,6750150.12135976,2552.1580504793574,3.1862084175167817,12.19923951545625,12.701768507879374,1299.6360074202069,1689053.7517831358,1147.758099609375,1.4329036234889851,5.089312750233761,5.251998662273359,648.4989956004734,420550.94729482295,478.6766513671876,0.5975976196178039,5.345459327790151,5.36617207644599,566.4806226971577,320900.2958913596,480.6087353515625,0.6000097046582301,11.302149603468502,12.008831653744965,1297.081291495169,1682419.876746775,1087.9879931640623,1.358284413978759,10.153436991766831,9.383589508854046,1169.998664440444,1368896.8747924226,884.4934233398437,1.1042342734825226,12.172835167954576,13.114412066536078,1254.026454599823,1572582.348836202,1156.73331640625,1.4441086157902534,31.52473869208674,37.69547415253953,3424.492533691589,11727149.11330944,3377.0865146977794,4.216079594988824
